Sim_SUOG,Sim_IC,Sim_Resnik,Sim_Wu_Palmer,Sim_Lin
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.83,1.16,0.84,0.91
0.65,0.82,1.16,0.84,0.9
0.65,0.82,1.16,0.84,0.9
0.65,0.82,1.16,0.84,0.9
0.65,0.82,1.16,0.84,0.9
0.65,0.82,1.16,0.84,0.9
0.65,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.84,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.82,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.9
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.64,0.81,1.16,0.83,0.89
0.63,0.79,1.16,0.83,0.89
0.63,0.79,1.16,0.83,0.89
0.63,0.79,1.16,0.83,0.89
0.63,0.79,1.16,0.83,0.89
0.63,0.79,1.16,0.83,0.89
0.63,0.79,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.83,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.89
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.63,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.82,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.62,0.78,1.16,0.81,0.88
0.61,0.78,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.81,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.61,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.88
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.6,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.8,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.77,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.59,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.79,0.87
0.58,0.76,1.16,0.78,0.87
0.58,0.76,1.16,0.78,0.87
0.58,0.76,1.16,0.78,0.87
0.58,0.76,1.16,0.78,0.87
0.58,0.76,1.16,0.78,0.87
0.58,0.76,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.58,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.78,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.57,0.75,1.16,0.77,0.87
0.56,0.75,1.16,0.77,0.87
0.56,0.75,1.16,0.77,0.87
0.56,0.75,1.16,0.77,0.87
0.56,0.75,1.16,0.77,0.87
0.56,0.75,1.16,0.77,0.87
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.56,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.77,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.55,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
