Sim_SUOG,Sim_IC,Sim_Resnik,Sim_Wu_Palmer,Sim_Lin
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.54,0.75,1.16,0.76,0.86
0.53,0.75,1.16,0.76,0.86
0.53,0.75,1.16,0.76,0.86
0.53,0.75,1.16,0.76,0.86
0.53,0.75,1.16,0.76,0.86
0.53,0.75,1.16,0.76,0.86
0.53,0.75,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.76,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.53,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.52,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.75,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.51,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.5,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.74,0.86
0.49,0.74,1.16,0.73,0.86
0.49,0.74,1.16,0.73,0.86
0.49,0.74,1.16,0.73,0.86
0.49,0.74,1.16,0.73,0.86
0.49,0.74,1.16,0.73,0.86
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.74,1.16,0.73,0.85
0.49,0.73,1.16,0.73,0.85
0.49,0.73,1.16,0.73,0.85
0.49,0.73,1.16,0.73,0.85
0.49,0.73,1.16,0.73,0.85
0.49,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.73,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.73,1.16,0.72,0.85
0.48,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.85
0.47,0.72,1.16,0.72,0.84
0.47,0.72,1.16,0.72,0.84
0.47,0.72,1.16,0.72,0.84
0.47,0.72,1.16,0.72,0.84
0.47,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.72,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.84
0.46,0.71,1.16,0.72,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.46,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.71,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.45,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.71,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.44,0.7,1.16,0.7,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.43,0.7,1.16,0.69,0.83
0.42,0.7,1.16,0.69,0.83
0.42,0.7,1.16,0.69,0.83
0.42,0.7,1.16,0.69,0.83
0.42,0.7,1.16,0.69,0.83
0.42,0.7,1.16,0.69,0.82
0.42,0.7,1.16,0.69,0.82
0.42,0.7,1.16,0.69,0.82
0.42,0.7,1.16,0.69,0.82
0.42,0.7,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.69,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.42,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.41,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.68,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,1.16,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.4,0.69,0.85,0.67,0.82
0.39,0.69,0.85,0.67,0.82
0.39,0.69,0.85,0.67,0.82
0.39,0.69,0.85,0.67,0.82
0.39,0.69,0.85,0.67,0.82
